"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"W02H5.11",0.771238755691928,0.609024977250514,0.022,0.028,1
"ubc-16",0.771359063806331,0.783687067194647,0.169,0.19,1
"C16C10.8",0.772392991522158,0.39167615003791,0.416,0.431,1
"cln-3.1",0.7725265347458,0.379255956126169,0.202,0.194,1
"Y71G12B.31",0.772928970216157,-0.271993508079591,0.034,0.04,1
"T28F4.1",0.77342567403465,0.227969196317778,0.562,0.642,1
"ark-1",0.773513780033646,-0.149149406955685,0.202,0.232,1
"F20C5.11",0.773518815080082,0.501629730185966,0.371,0.398,1
"K05C4.2",0.773617748912132,0.247221371552478,0.719,0.869,1
"C04E6.7",0.774119686430965,0.548862688798132,0.101,0.096,1
"plpr-1",0.774475459137417,0.479160831149218,0.022,0.028,1
"C31C9.7",0.775025272106319,-0.728882349819334,0.045,0.052,1
"Y71F9AL.12",0.775260393658099,-0.205576255564001,0.101,0.11,1
"plc-3",0.775506163425763,0.185253507297659,0.382,0.401,1
"R05D3.12",0.775812755199482,0.289210383096036,0.202,0.192,1
"clec-258",0.776095285869586,0.304625837858635,0.022,0.028,1
"M01G12.7",0.776095285869586,1.72631673286838,0.022,0.028,1
"T09B4.6",0.776095285869586,0.478395138505511,0.022,0.028,1
"F26G1.2",0.776222045716545,-0.320327681724423,0.034,0.028,1
"mei-2",0.776222045716545,0.19660278290951,0.034,0.028,1
"sesn-1",0.776677623461245,0.258813942362297,0.146,0.136,1
"atl-1",0.776815681157634,-0.238462693320048,0.18,0.197,1
"sel-11",0.776955476843506,1.3051856977194,0.393,0.405,1
"Y57E12B.11",0.777349771954361,-0.433845412247015,0.056,0.049,1
"D2096.12",0.777537157915637,0.307357997553278,0.09,0.082,1
"eral-1",0.778446355445206,-0.139608601607531,0.124,0.136,1
"gtf-2E2",0.778511647706136,0.773886672058379,0.326,0.319,1
"igcm-1",0.778688626932727,-0.582928409387614,0.157,0.138,1
"F31A3.3",0.778767466680461,1.36207510515207,0.067,0.061,1
"C39B10.7",0.778863165044891,-0.88563511353303,0.82,0.897,1
"R09H10.2",0.779265778949296,0.25163861471719,0.281,0.316,1
"sbt-1",0.779337856089231,0.349004307871768,0.022,0.028,1
"C06E7.2",0.779337856089231,0.468734620584519,0.022,0.028,1
"ZK1055.6",0.779369347378269,1.38983355961722,0.36,0.417,1
"nhr-162",0.77958699219975,1.93248482839332,0.09,0.105,1
"W02H5.2",0.780041630183841,-0.132346396641124,0.09,0.08,1
"aps-1",0.780177912800761,0.409916878644119,0.461,0.531,1
"myrf-1",0.780395201679943,-0.458612687006625,0.292,0.295,1
"Y22D7AL.6",0.78096058623318,0.555251753373612,0.022,0.028,1
"K11H12.3",0.780996852657893,0.385154501389708,0.045,0.052,1
"Y18H1A.4",0.780999948005025,0.349973277771571,0.236,0.237,1
"rpn-1",0.78117557625252,0.680073825622982,0.326,0.34,1
"kel-1",0.781289184991363,0.489191128266441,0.18,0.209,1
"F39G3.3",0.781301473240746,0.460171301049448,0.191,0.227,1
"Y6B3B.4",0.781460130154996,1.10633240970236,0.169,0.168,1
"ZK686.3",0.782039993903784,0.120681135626643,0.775,0.897,1
"K08D10.10",0.782138532498296,1.52174232249254,0.101,0.096,1
"C45G9.5",0.782252853008587,0.69100188973855,0.427,0.466,1
"asps-1",0.782267607756911,0.138987899006032,0.056,0.065,1
"nhr-87",0.782834564336564,-0.440032882565734,0.067,0.075,1
"srx-41",0.7834117496235,-0.558533501369939,0.056,0.049,1
"F17C11.4",0.783975382195839,0.26556431040446,0.169,0.18,1
"cwp-4",0.783987517561658,2.60740386340519,0.056,0.051,1
"syp-4",0.784208903136224,2.5477725114453,0.022,0.028,1
"F11C1.9",0.784221829184319,0.425554252464255,0.101,0.094,1
"rab-6.1",0.784830083239924,0.812502234380552,0.427,0.464,1
"C17E4.6",0.784849688531214,0.335286197299937,0.382,0.428,1
"R11D1.10",0.785071815887416,1.03108189528346,0.135,0.152,1
"acs-21",0.78530067449702,0.509028969873616,0.067,0.077,1
"T01G1.4",0.785495608130903,0.385181751901239,0.618,0.677,1
"T01B6.1",0.785524074595401,1.48497540454487,0.225,0.225,1
"rnf-145",0.786076811576808,0.273585560349343,0.202,0.194,1
"unc-41",0.786382351143202,0.912077893154258,0.056,0.051,1
"trd-1",0.786863034757592,0.112233370203931,0.146,0.166,1
"fbxc-52",0.787191880232188,-0.185966300178771,0.146,0.159,1
"let-23",0.787381190203746,0.116513998162755,0.449,0.469,1
"anmt-1",0.787460984110188,1.1367769333697,0.022,0.028,1
"irg-2",0.787531514362796,-0.508279366685544,0.056,0.063,1
"zipt-2.4",0.787718799346296,0.2771007140382,0.213,0.206,1
"F37A4.1",0.787795894698592,0.644978201097701,0.483,0.539,1
"sdc-2",0.788011470792249,0.367780586697767,0.315,0.314,1
"ttm-5",0.788332161192923,0.547817419685707,0.551,0.574,1
"C02E7.6",0.789088419296632,1.02764311750092,0.022,0.028,1
"snx-3",0.789217042523058,0.747465334539196,0.202,0.218,1
"K08D12.4",0.789235744023641,0.460646057763261,0.034,0.04,1
"amx-1",0.789504562022652,0.44932004140252,0.135,0.152,1
"nas-32",0.790251405012893,1.5271198072217,0.045,0.04,1
"trp-1",0.790825047025207,1.43573508164593,0.067,0.061,1
"mxl-3",0.79088871881559,0.776822698121685,0.191,0.211,1
"fic-1",0.792602102486612,0.142315242695535,0.326,0.361,1
"uev-3",0.792685905362537,-0.105403166943077,0.124,0.117,1
"clip-1",0.79313877449991,0.74142039338781,0.326,0.34,1
"dhhc-14",0.793225265715988,1.20875514632337,0.191,0.216,1
"Y50D7A.10",0.793544863225261,1.26085212641835,0.236,0.262,1
"prp-3",0.793706549904449,0.306238411456829,0.326,0.347,1
"F43G6.4",0.794009682149334,-0.54456086550367,0.045,0.038,1
"gem-1",0.7942708151091,1.16075481044231,0.045,0.04,1
"ceh-19",0.795611839096693,1.07469905489637,0.045,0.04,1
"C25H3.14",0.795960681363725,0.114186582596251,0.146,0.161,1
"best-9",0.79596068646647,-0.208750842996687,0.146,0.161,1
"scrm-1",0.796839913616119,0.508617537336725,0.101,0.094,1
"C49C3.11",0.796943806318493,1.91166457381114,0.101,0.098,1
"C34F6.5",0.79723174147959,0.334615758234267,0.337,0.34,1
"unc-97",0.797556533634772,-0.287883422488581,0.191,0.188,1
"unc-45",0.797658488709391,0.578470458274195,0.169,0.187,1
"R10D12.7",0.798386426077166,1.63299266594623,0.056,0.051,1
"T24C4.5",0.798386426077166,1.39236429731696,0.056,0.051,1
"sca-1",0.798483686554743,0.285474834078198,0.831,0.953,1
"Y75B8A.32",0.798578576449041,0.65949225430484,0.112,0.108,1
"C52B9.4",0.798651055422553,0.238248917058179,0.517,0.522,1
"clec-186",0.798987908626846,0.366442096890562,0.045,0.052,1
"vps-33.1",0.799423396703917,1.54024332161691,0.225,0.232,1
"usp-3",0.7996169348563,1.0810539410321,0.101,0.098,1
"R05F9.7",0.799638520018489,2.98154721168197,0.045,0.04,1
"sqv-7",0.799694094484094,0.890629515440778,0.101,0.113,1
"K08B4.7",0.800489065722174,1.89271400947418,0.101,0.096,1
"tbc-11",0.801318207627929,0.768887598833851,0.135,0.131,1
"ctn-1",0.801745350021319,-0.47830161288078,0.213,0.22,1
"taf-12",0.802127198490574,-0.172455258633651,0.258,0.267,1
"F18C12.3",0.80251799891065,0.478597306629941,0.348,0.405,1
"vacl-14",0.802562656553037,0.427570641727635,0.169,0.18,1
"gtap-1",0.802916292046393,1.29040910259868,0.056,0.065,1
"evl-14",0.802922348465299,0.592893658188715,0.36,0.407,1
"Y48G1C.12",0.803061496054532,0.173678887702631,0.101,0.113,1
"T26G10.1",0.803100522367957,0.419057218555306,0.472,0.478,1
"Y54G11A.9",0.803334351478363,0.623279408622306,0.169,0.168,1
"henn-1",0.80335141458015,0.435866642881722,0.067,0.077,1
"fbxa-2",0.804077356137743,0.156094717989383,0.09,0.099,1
"pde-4",0.80432885179194,-0.380254676571808,0.135,0.152,1
"symk-1",0.804442891069042,1.53682581673073,0.303,0.312,1
"F53F10.2",0.804675863295829,0.340941215417429,0.64,0.771,1
"hpo-15",0.80505245885824,0.377563256785442,0.427,0.501,1
"Y47G6A.5",0.805229259487638,0.48641703733475,0.472,0.48,1
"him-6",0.805321594190484,0.342359584651146,0.079,0.072,1
"attf-3",0.805363735449523,1.51157650239915,0.067,0.077,1
"C37C3.17",0.805635371226651,0.879389851370822,0.034,0.04,1
"cdk-12",0.805771405557688,-0.181955105296095,0.247,0.271,1
"hmr-1",0.805993253588046,0.237516261795547,0.551,0.604,1
"sphk-1",0.806121416855662,0.392105330990723,0.213,0.229,1
"hmg-5",0.806574539386508,0.428865790740134,0.27,0.265,1
"C04F5.8",0.806853521622157,0.75442096387196,0.247,0.248,1
"F53A9.6",0.807135447505637,2.16756489995952,0.191,0.185,1
"ZC239.6",0.807347673756595,0.780053008442998,0.067,0.061,1
"tag-52",0.807440693648463,0.682943277723302,0.18,0.176,1
"lbp-9",0.807477072138648,0.147534338177162,0.393,0.405,1
"F26F12.2",0.80792430280781,0.920656042566296,0.034,0.03,1
"mfb-1",0.80807690511841,0.102209494569464,0.315,0.309,1
"sod-5",0.808544158338481,-0.202729435941356,0.09,0.099,1
"daf-12",0.8087518605485,0.392209675155586,0.124,0.12,1
"csk-1",0.808902462904101,0.200421035252263,0.236,0.236,1
"sop-3",0.809088759106106,0.263064440021454,0.427,0.452,1
"ppk-3",0.809307173899919,1.42236329493426,0.303,0.328,1
"rpl-11.1",0.80998148783414,0.147956788223309,0.629,0.719,1
"nhr-213",0.810026148448269,0.302893727754228,0.157,0.154,1
"skp-1",0.81028083095051,0.553829955307062,0.337,0.363,1
"hsp-16.49",0.81069076518049,1.62590223334181,0.011,0.009,1
"str-96",0.81069076518049,2.72071796728077,0.011,0.009,1
"wrt-7",0.81069076518049,4.4508168158611,0.011,0.009,1
"rocf-1",0.81069076518049,2.11704934137033,0.011,0.009,1
"F20D6.10",0.81069076518049,4.02752149452397,0.011,0.009,1
"F25E5.5",0.81069076518049,1.93400786777558,0.011,0.009,1
"cyp-33C12",0.81069076518049,1.82029073547694,0.011,0.009,1
"T22E5.1",0.81069076518049,2.20082842655939,0.011,0.009,1
"T03G11.10",0.81069076518049,1.88388091429555,0.011,0.009,1
"mpz-4",0.81069076518049,1.74304548921389,0.011,0.009,1
"H12I19.115",0.81069076518049,1.6980531081237,0.011,0.009,1
"casy-1",0.81069076518049,1.92397403566149,0.011,0.009,1
"snf-3",0.81069076518049,2.91683477108494,0.011,0.009,1
"Y53F4B.12",0.81069076518049,1.5917094570515,0.011,0.009,1
"F55C12.4",0.81069076518049,1.74001501316409,0.011,0.009,1
"dnj-27",0.81069076518049,1.99463300132331,0.011,0.009,1
"Y18D10A.11",0.81069076518049,1.67416618870296,0.011,0.009,1
"C35E7.10",0.81069076518049,2.94069584490425,0.011,0.009,1
"pat-2",0.81069076518049,2.17454504209514,0.011,0.009,1
"F20H11.4",0.81069076518049,2.63885285666215,0.011,0.009,1
"mig-39",0.81069076518049,1.6500574899861,0.011,0.009,1
"F53C3.3",0.810791014765298,-0.267411975959877,0.112,0.122,1
"tsen-34",0.811105994790716,1.30109006872977,0.067,0.063,1
"mlc-5",0.811734998184301,0.111208034752924,0.674,0.81,1
"C18E3.3",0.811791945882032,1.23347894544828,0.303,0.333,1
"let-765",0.812270775181809,1.21783494462626,0.326,0.34,1
"cec-1",0.812431293075523,0.152997813185661,0.697,0.806,1
"imb-1",0.812908167068043,0.158966866770846,0.225,0.222,1
"unc-108",0.81350371172529,0.105018730447052,0.618,0.759,1
"F21H7.5",0.813505864169261,1.61241107297074,0.011,0.009,1
"cut-2",0.813505864169261,-0.985011291003919,0.011,0.009,1
"F31B9.2",0.813505864169261,1.43118207006989,0.011,0.009,1
"T08D2.6",0.813505864169261,1.64203029115718,0.011,0.009,1
"C14F11.7",0.813505864169261,1.53111909100738,0.011,0.009,1
"pah-1",0.813505864169261,1.29828714346314,0.011,0.009,1
"E01G4.5",0.813505864169261,1.38703789815923,0.011,0.009,1
"F12A10.8",0.813505864169261,1.35181576134003,0.011,0.009,1
"col-46",0.813505864169261,1.16718555724139,0.011,0.009,1
"spe-12",0.813505864169261,0.581165739534889,0.011,0.009,1
"K04G2.4",0.813505864169261,1.4453041898011,0.011,0.009,1
"tyr-5",0.813505864169261,1.60478618301189,0.011,0.009,1
"pqn-84",0.813505864169261,1.6647306767048,0.011,0.009,1
"C28A5.6",0.813505864169261,1.32512250540395,0.011,0.009,1
"tpp-2",0.813912162234896,0.43458605238837,0.36,0.375,1
"mlh-1",0.813925590832452,0.111724860950942,0.135,0.148,1
"ugt-3",0.814447867605892,-0.101916388959709,0.045,0.04,1
"Y55F3AM.13",0.814523305604967,0.15650798502723,0.562,0.625,1
"emc-1",0.815335365797295,0.534626545882999,0.618,0.743,1
"C09G1.4",0.815605396235125,0.552693683701086,0.09,0.101,1
"rsu-1",0.815696748559543,0.176997663833382,0.169,0.194,1
"K09C4.2",0.815758065621454,1.51852732937067,0.022,0.019,1
"Y50D4B.2",0.816323305178028,1.39079791707196,0.011,0.009,1
"srx-86",0.816323374409724,1.65463292174272,0.011,0.009,1
"irld-14",0.816323374409724,1.28301890644279,0.011,0.009,1
"fbxa-104",0.816323374409724,1.2419382257655,0.011,0.009,1
"pho-6",0.816323374409724,1.54663094832794,0.011,0.009,1
"K08E7.6",0.816323374409724,1.14436845272946,0.011,0.009,1
"Y38F2AR.10",0.816323374409724,1.38164701651721,0.011,0.009,1
"T11F8.5",0.816323374409724,0.99849670732807,0.011,0.009,1
"B0432.9",0.816323374409724,1.37391143615531,0.011,0.009,1
"F54H5.3",0.816323374409724,0.494286111974322,0.011,0.009,1
"nmur-2",0.816323374409724,1.14554159988465,0.011,0.009,1
"aat-5",0.816323374409724,0.841030917036477,0.011,0.009,1
"F08A8.5",0.816323374409724,1.5619086335294,0.011,0.009,1
"tag-272",0.816323374409724,1.52714919559745,0.011,0.009,1
"F32B5.3",0.816323374409724,0.664967552079879,0.011,0.009,1
"tofu-7",0.816323374409724,1.4339417920669,0.011,0.009,1
"nhr-94",0.816453329313513,0.133799048673974,0.124,0.136,1
"cdc-25.1",0.816821239265727,-0.167854167246107,0.124,0.129,1
"cpar-1",0.817276031219497,1.20666315160674,0.034,0.03,1
"C45B11.2",0.817303181008163,-0.163382168646166,0.056,0.063,1
"ttll-12",0.817618155156194,0.728633181463795,0.292,0.304,1
"epn-1",0.818388463326579,0.166487683051126,0.472,0.508,1
"taf-6.1",0.81879519453112,0.111987831757825,0.034,0.038,1
"srsx-30",0.818837223265479,0.765195959099796,0.034,0.03,1
"ZK856.4",0.819143260823613,1.33202251013947,0.011,0.009,1
"C49F5.13",0.819143260823613,1.32142549481851,0.011,0.009,1
"B0001.7",0.819143260823613,-0.267479705361725,0.011,0.009,1
"C27D8.2",0.819143260823613,0.610071037469125,0.011,0.009,1
"rgs-4",0.819143260823613,1.27195338367836,0.011,0.009,1
"fbxc-44",0.819143260823613,1.35943549749852,0.011,0.009,1
"E04F6.6",0.819143260823613,0.354556035804405,0.011,0.009,1
"K02F2.5",0.819143260823613,0.226260364647497,0.011,0.009,1
"Y20F4.8",0.819143260823613,1.18526524486713,0.011,0.009,1
"K10D3.8",0.819143260823613,1.3119569712704,0.011,0.009,1
"T16G12.7",0.819143260823613,0.437906346228488,0.011,0.009,1
"B0244.9",0.819143260823613,1.04821825261337,0.011,0.009,1
"srh-2",0.819599330698176,0.437849533973842,0.202,0.195,1
"inft-2",0.819609886454071,1.47912660663811,0.022,0.019,1
"acr-19",0.819609886454071,3.10552920500408,0.022,0.019,1
"rom-1",0.81979615635845,0.450889142306025,0.416,0.449,1
"hlb-1",0.819959683824079,0.471339089373935,0.472,0.513,1
"C07A9.9",0.820764361530087,0.75618939680991,0.258,0.274,1
"dhc-1",0.820877153314383,0.204120725759554,0.494,0.529,1
"M02D8.7",0.821537436409433,1.31234858622467,0.022,0.019,1
"fog-1",0.821537436409433,0.745359288464101,0.022,0.019,1
"Y53F4B.43",0.821941222401235,-0.409678059405915,0.056,0.061,1
"nlp-30",0.821965488240455,0.789221848490798,0.011,0.009,1
"clc-6",0.821965488240455,0.87485193848493,0.011,0.009,1
"srsx-19",0.821965488240455,1.32586362391542,0.011,0.009,1
"fbxa-210",0.821965488240455,1.36920711581381,0.011,0.009,1
"F11A5.18",0.821965488240455,1.0773321679239,0.011,0.009,1
"fax-1",0.821965488240455,1.29044085515133,0.011,0.009,1
"F18E9.4",0.821965488240455,1.44797413973175,0.011,0.009,1
"inx-14",0.821965488240455,1.27367324245249,0.011,0.009,1
"ptr-17",0.821965488240455,1.33364916299395,0.011,0.009,1
"T10B11.8",0.821965488240455,0.943664388967648,0.011,0.009,1
"acr-5",0.821965488240455,1.31186015352905,0.011,0.009,1
"epac-1",0.821965488240455,0.713393856538799,0.011,0.009,1
"mip-1",0.821965488240455,1.22351646538611,0.011,0.009,1
"C55A6.7",0.822345151381147,0.274435540798185,0.438,0.513,1
"F32H5.1",0.82293549837082,-0.103055702460525,0.101,0.11,1
"vps-32.1",0.823201606147819,0.500575931845338,0.652,0.747,1
"dnj-5",0.823506808136589,0.448493936079686,0.416,0.45,1
"thk-1",0.823507754671772,0.320022879026979,0.281,0.33,1
"ent-6",0.823540814684014,0.521405396709002,0.303,0.323,1
"Y94H6A.5",0.824722400663175,-0.208885456883615,0.629,0.593,1
"ceh-27",0.824790021398881,-0.733172561291471,0.011,0.009,1
"nlp-80",0.824790021398881,0.142766722954433,0.011,0.009,1
"Y39B6A.7",0.824790021398881,1.24635296722679,0.011,0.009,1
"T05H4.4",0.824790021398881,1.06467712180504,0.011,0.009,1
"T25F10.3",0.824790021398881,0.95161046321677,0.011,0.009,1
"ztf-16",0.824790021398881,0.827011809177405,0.011,0.009,1
"fbxb-77",0.824790021398881,0.754611518840183,0.011,0.009,1
"W08F4.13",0.824790021398881,0.712510966467178,0.011,0.009,1
"B0280.11",0.824790021398881,1.27105620822968,0.011,0.009,1
"C35D10.3",0.824790021398881,1.06518086710368,0.011,0.009,1
"mrp-3",0.825180380733114,0.418893606808172,0.596,0.681,1
"cup-14",0.825289396884777,1.35682264009095,0.303,0.314,1
"ist-1",0.825325378749884,-0.421235516020436,0.169,0.182,1
"abhd-5.2",0.825382939236959,0.168260084440977,0.348,0.384,1
"mtcu-1",0.825395759227603,1.07885174305442,0.022,0.019,1
"C49C3.10",0.825424055061152,-0.20902938364721,0.18,0.188,1
"hsp-12.2",0.825812456700586,-1.10003085275334,0.034,0.038,1
"ZK1240.11",0.825937329876373,0.615968244777921,0.045,0.04,1
"Y43F8B.13",0.825949043992801,-0.273545063174527,0.191,0.197,1
"grdn-1",0.826073122240045,-0.483033642284616,0.382,0.351,1
"R09F10.3",0.826182748919688,0.182064370569391,0.101,0.096,1
"C35D10.8",0.82618493017949,0.172566566665649,0.022,0.026,1
"spds-1",0.826243754797493,-0.320645022906825,0.539,0.539,1
"C15B12.4",0.826653842573038,0.672949885265571,0.034,0.03,1
"spd-5",0.827005120389023,-0.214443767376142,0.303,0.311,1
"F41D9.2",0.827217599671749,-0.131384641195481,0.034,0.038,1
"mppe-1",0.827498440338817,1.0316232532236,0.146,0.141,1
"mig-38",0.827787739756277,0.559092478368897,0.36,0.375,1
"F14B6.4",0.827963637355184,0.120856521790539,0.079,0.072,1
"alfa-1",0.828128696769213,0.296497481808354,0.213,0.206,1
"C10E2.2",0.828219256293556,0.438642478586784,0.034,0.03,1
"gld-1",0.828352246962782,0.295329511253092,0.011,0.014,1
"klp-7",0.828407373916217,0.488070137335653,0.191,0.192,1
"spr-5",0.829148830387366,1.43826583181077,0.225,0.251,1
"R09H10.6",0.829258304134501,1.67636853590394,0.022,0.019,1
"R03D7.2",0.830029541361723,-0.718287802178835,0.034,0.038,1
"daf-25",0.83022780968995,-0.59946379226513,0.112,0.119,1
"C33E10.1",0.831028667996006,0.435263574986835,0.056,0.051,1
"mksr-2",0.831191131628995,0.829820796059586,0.022,0.019,1
"F09B12.7",0.831436331359133,0.202243241209047,0.034,0.038,1
"C05D11.8",0.831583411564222,1.36992241348329,0.157,0.159,1
"F54E12.2",0.831796115094088,-1.25814693593014,0.045,0.049,1
"K06A4.7",0.831898420626049,0.179324076001719,0.281,0.304,1
"C36C9.12",0.832352111519486,0.242666491480974,0.045,0.051,1
"mob-3",0.832642228999489,0.55262273314683,0.079,0.073,1
"EGAP9.4",0.83298465192405,0.192680033258581,0.011,0.014,1
"C01C10.2",0.83298465192405,0.520017507553987,0.011,0.014,1
"ZK354.3",0.83298465192405,-0.199110798613655,0.011,0.014,1
"med-2",0.83298465192405,0.524847444930522,0.011,0.014,1
"ttll-9",0.833124980717273,0.332604640656601,0.022,0.019,1
"ego-1",0.833124980717273,0.72759373211474,0.022,0.019,1
"Y41C4A.7",0.833124980717273,1.03061959964107,0.022,0.019,1
"K07E3.1",0.833289868613744,0.211857492091202,0.202,0.22,1
"oig-3",0.833584844478912,0.251782586355212,0.045,0.051,1
"teg-1",0.833812045361593,0.234470918158643,0.18,0.201,1
"aat-9",0.834066968216304,0.523850439286394,0.157,0.152,1
"tbc-12",0.834535636553099,-0.451571533409705,0.112,0.122,1
"F07C6.3",0.834662157077782,0.1416059715897,0.022,0.026,1
"nmat-1",0.83485749773143,0.76110459680939,0.236,0.246,1
"ints-4",0.834880708354004,0.650945447819264,0.258,0.267,1
"twk-23",0.835059840050916,1.34376187303039,0.022,0.019,1
"lgc-33",0.835059840050916,0.694519646629431,0.022,0.019,1
"rip-1",0.835059840050916,0.984202220634334,0.022,0.019,1
"mrpl-42",0.835100732314319,0.791514557977571,0.101,0.112,1
"K10G6.5",0.835149442999974,0.866392882840007,0.326,0.339,1
"F08H9.4",0.835303041542187,-1.26224130297379,0.011,0.014,1
"R13D11.1",0.835303041542187,0.814905144776175,0.011,0.014,1
"syg-1",0.835303041542187,0.387505378555409,0.011,0.014,1
"F31B12.4",0.835303041542187,0.627835239802506,0.011,0.014,1
"fbxc-25",0.835303041542187,0.490048833781766,0.011,0.014,1
"sepa-1",0.835303041542187,0.833177450831879,0.011,0.014,1
"F30H5.3",0.835303041542187,-1.88337988493579,0.011,0.014,1
"ubc-8",0.83565992552271,-0.314479575762417,0.034,0.038,1
"EGAP5.1",0.836056443169761,0.715790482244211,0.034,0.03,1
"C33G3.6",0.836135566376945,0.848451364326783,0.202,0.209,1
"scrm-7",0.836346580067771,0.376851737845908,0.067,0.063,1
"scm-1",0.836929115887585,0.205891912912272,0.461,0.513,1
"asp-9",0.83699569826316,1.05370950971164,0.022,0.019,1
"ctl-1",0.83699569826316,0.819097187212718,0.022,0.019,1
"Y53F4B.11",0.83699569826316,1.19807807197708,0.022,0.019,1
"cft-1",0.837622863191852,0.43333226983711,0.011,0.014,1
"hsp-16.1",0.837622863191852,0.987404795892101,0.011,0.014,1
"F07C3.16",0.837622863191852,0.403460433669398,0.011,0.014,1
"ets-5",0.837622863191852,1.03205501817332,0.011,0.014,1
"C54E4.4",0.837622863191852,0.357543308035604,0.011,0.014,1
"Y66D12A.16",0.837622863191852,0.488698165220922,0.011,0.014,1
"Y71H2B.11",0.837625861900034,0.418687797683397,0.034,0.03,1
"cnnm-3",0.837767218383051,-0.687849776910552,0.169,0.178,1
"tatn-1",0.83781809883679,0.38402881386684,0.393,0.394,1
"C53A3.4",0.837934104327747,1.5700130040625,0.146,0.15,1
"hpo-32",0.838058493623625,0.763565465043547,0.022,0.026,1
"irk-2",0.838096810612532,1.07776609706226,0.056,0.052,1
"Y48C3A.14",0.838131150712559,0.481508755691093,0.236,0.227,1
"gap-3",0.838175211708077,0.206165476314508,0.09,0.099,1
"M03A8.3",0.838769291757411,1.24926717620754,0.202,0.22,1
"srw-15",0.838932543969094,0.891180490192678,0.022,0.019,1
"F01E11.3",0.838932543969094,0.852046968603202,0.022,0.019,1
"toca-1",0.839152448452219,1.21742033834245,0.348,0.396,1
"let-383",0.839195926945223,0.406170045363276,0.034,0.03,1
"ttr-53",0.839757798153182,0.527804256365285,0.022,0.026,1
"sgt-1",0.83986389839434,0.237501023514649,0.629,0.787,1
"grd-5",0.839944097281127,0.968219431266221,0.011,0.014,1
"asp-8",0.839944097281127,0.601891044991614,0.011,0.014,1
"F18E3.12",0.839944097281127,0.203680143904375,0.011,0.014,1
"unc-2",0.839944097281127,0.136490224781171,0.011,0.014,1
"Y43D4A.2",0.839944097281127,0.190698267351341,0.011,0.014,1
"ceph-41",0.839944097281127,-0.242721399538548,0.011,0.014,1
"abu-14",0.839944097281127,0.421795633825303,0.011,0.014,1
"C04A2.15",0.839944097281127,1.04628464344568,0.011,0.014,1
"cdka-1",0.839944097281127,0.11424344208086,0.011,0.014,1
"unc-64",0.840554165378597,0.609493303759125,0.416,0.403,1
"cpsf-4",0.840602759238103,0.201431983431458,0.18,0.18,1
"ttr-14",0.84076663223117,2.03369484013215,0.034,0.03,1
"R05F9.11",0.84076663223117,0.667579958972168,0.034,0.03,1
"F25B4.4",0.840836356592146,1.06365450575303,0.067,0.065,1
"grl-24",0.840870365765865,0.331030244634139,0.022,0.019,1
"pho-12",0.840870365765865,0.312072540350957,0.022,0.019,1
"K01F9.2",0.840870365765865,-0.321063203526459,0.022,0.019,1
"F14B6.6",0.841082333121469,0.380306670106024,0.382,0.394,1
"F25D1.8",0.841457849922575,-0.178967659570525,0.022,0.026,1
"fbxa-103",0.841457849922575,0.410758530800237,0.022,0.026,1
"faah-1",0.841812981353317,-1.00755424300957,0.112,0.101,1
"Y45G12B.3",0.842147255240119,0.223911538164087,0.191,0.213,1
"rga-3",0.842266724181241,-0.10340619526615,0.011,0.014,1
"dmsr-13",0.842266724181241,0.704571368550349,0.011,0.014,1
"mttu-1",0.842266724181241,1.00049016244366,0.011,0.014,1
"Y37E11B.10",0.842266724181241,0.676557136786449,0.011,0.014,1
"C46G7.5",0.842266724181241,0.98638858804653,0.011,0.014,1
"W07G1.7",0.842266724181241,1.02831045436779,0.011,0.014,1
"ZK1067.4",0.842266724181241,0.278944245457114,0.011,0.014,1
"insc-1",0.842266724181241,0.898502495894848,0.011,0.014,1
"T12A2.21",0.842266724181241,0.397388370627133,0.011,0.014,1
"che-7",0.84233797167607,-0.575483169139798,0.034,0.03,1
"cest-25",0.842379486841263,0.425096545278786,0.528,0.599,1
"W01A8.2",0.842380630834297,0.293534595911707,0.258,0.269,1
"D1005.2",0.842709733327082,0.332067940186404,0.034,0.038,1
"nhr-221",0.842809152232871,0.734477300300871,0.022,0.019,1
"set-25",0.842826470438734,1.12867000413176,0.146,0.141,1
"C33F10.4",0.843158641220272,0.617308487517739,0.022,0.026,1
"lsl-1",0.843171382146442,0.33905349778245,0.124,0.12,1
"skr-19",0.844326963039591,0.906135809879714,0.101,0.096,1
"impt-1",0.844354833070908,1.94970489103425,0.101,0.108,1
"nhr-182",0.844432622031491,0.220694473896209,0.146,0.14,1
"srx-23",0.844590724227061,1.23962828045498,0.011,0.014,1
"pals-33",0.844590724227061,-0.756569259023139,0.011,0.014,1
"plp-2",0.844590724227061,1.21498508088211,0.011,0.014,1
"fem-3",0.844590724227061,1.1420144507255,0.011,0.014,1
"W09H1.1",0.844590724227061,1.18545751464603,0.011,0.014,1
"ida-1",0.844590724227061,1.65220636158695,0.011,0.014,1
"pvf-1",0.844590724227061,1.2242558196617,0.011,0.014,1
"M04B2.6",0.844748891931971,0.622471627790173,0.022,0.019,1
"Y57G11C.51",0.844748891931971,0.821973744808569,0.022,0.019,1
"inx-13",0.844748891931971,-0.27059464965295,0.022,0.019,1
"F22D6.9",0.844748891931971,0.327016230136595,0.022,0.019,1
"wac-1.1",0.844852512258118,-0.275223341168231,0.213,0.232,1
