228411
4000	4126	1350
4170	4289	1477
4335	4518	1597
0	74	0
1113	1254	75
1303	1442	217
1760	1828	357
1881	2187	426
2488	2748	733
2794	2936	994
2986	3104	1137
3155	3281	1256
3325	3444	1383
3490	3669	1503
0	141	0
190	329	142
647	715	282
768	1074	351
1375	1635	658
1681	1823	919
1873	1991	1062
2042	2168	1181
2212	2331	1308
2377	2563	1428
0	277	0
465	860	278
1032	1173	674
1221	1346	816
1548	1762	942
0	172	0
818	1019	173
1066	1171	375
1218	1542	481
2039	2289	806
2342	2442	1057
2484	2754	1158
0	390	0
712	917	391
972	1120	597
1195	1342	746
0	77	0
393	465	78
509	575	151
625	887	218
0	77	0
393	465	78
509	575	151
625	778	218
1274	1356	372
0	77	0
393	465	78
509	575	151
625	778	218
2120	2198	372
2696	2836	451
0	75	0
391	463	76
507	573	149
623	758	216
0	87	0
174	252	88
631	703	167
750	902	240
0	628	0
770	876	629
926	1237	736
1289	1744	1048
1789	1951	1504
2000	2721	1667
2769	3290	2389
3336	3458	2911
4682	4699	3034
0	626	0
768	874	627
924	1235	734
1287	1742	1046
1787	1949	1502
1998	2719	1665
2767	3288	2387
3334	3456	2909
6086	6228	3032
6288	6360	3175
0	148	0
193	260	149
316	355	217
404	1125	257
1173	1694	979
1740	1862	1501
4492	4634	1624
4694	4715	1767
0	351	0
718	1034	352
1077	1408	669
1522	1618	1001
1670	1859	1098
0	427	0
472	617	428
0	111	0
5935	6099	112
6335	6999	277
7047	7225	942
7311	7675	1121
0	32	0
5856	6020	33
6256	6920	198
6968	7146	863
7232	7596	1042
0	141	0
4132	4296	142
4532	5196	307
5244	5422	972
5508	5872	1151
0	136	0
4527	5191	137
5239	5417	802
5503	5867	981
0	128	0
4119	4283	129
4519	5183	294
5231	5409	959
5495	5859	1138
0	41	0
3005	3252	42
4032	4196	290
4432	5096	455
5144	5322	1120
5408	5772	1299
0	164	0
400	1064	165
1112	1290	830
1376	1740	1009
0	70	0
119	191	71
239	347	144
1057	1149	253
1195	1303	346
1346	1454	455
1504	1630	564
1692	1775	691
2158	2332	775
6271	6323	950
6924	7458	1003
7755	7878	1538
8217	8424	1662
0	147	0
444	567	148
906	990	272
0	180	0
226	391	181
452	562	347
608	664	458
720	945	515
991	1220	741
1265	1833	971
0	112	0
157	310	113
358	501	267
544	621	411
666	797	489
846	1059	621
0	110	0
155	308	111
356	499	265
551	619	409
664	795	478
844	1045	610
0	108	0
184	274	109
319	445	200
533	1420	327
1493	1856	1215
1904	2140	1579
2186	2638	1816
2692	3403	2269
0	59	0
1233	1343	60
3730	3997	171
4049	4284	439
4339	4559	675
4610	4933	896
4977	5108	1220
5157	5586	1352
0	110	0
2497	2764	111
2816	3051	379
3106	3326	615
3377	3700	836
3744	3875	1160
3924	4353	1292
0	63	0
2450	2717	64
2769	3004	332
3059	3279	568
3330	4044	789
0	30	0
828	1095	31
1147	1382	299
1437	1657	535
1708	2031	756
2075	2206	1080
2255	2684	1212
0	267	0
319	554	268
609	829	504
880	1203	725
1247	1378	1049
1427	1594	1181
0	210	0
257	353	211
605	1142	308
0	84	0
131	259	85
314	854	214
898	1014	755
1072	2022	872
2073	2970	1823
0	487	0
535	798	488
846	932	752
1088	1886	839
1941	2056	1638
2408	2871	1754
0	483	0
531	794	484
842	928	748
1084	1882	835
1937	2052	1634
2404	2866	1750
0	69	0
7639	7682	70
7770	7863	114
8251	8449	208
9735	9862	407
9936	10119	535
10176	10551	719
10608	10716	1095
10767	10919	1204
11298	12016	1357
0	69	0
7639	7682	70
7770	7863	114
8251	8449	208
9735	9883	407
9936	10119	556
10176	10551	740
10608	10716	1116
10767	10919	1225
11298	12019	1378
0	41	0
7611	7654	42
7742	7835	86
8223	8421	180
9707	9855	379
9908	10091	528
10148	10523	712
10580	10688	1088
10739	10891	1197
11270	11398	1350
0	41	0
7611	7654	42
7742	7835	86
8223	8421	180
9707	9834	379
9908	10091	507
10148	10523	691
10580	10688	1067
10739	10891	1176
11270	11398	1329
0	95	0
2955	2998	96
3086	3179	140
3567	3765	234
5051	5199	433
5252	5435	582
5492	5867	766
5924	6032	1142
6083	6235	1251
6614	7335	1404
0	88	0
2948	2991	89
3079	3172	133
3560	3758	227
5044	5171	426
5245	5428	554
5485	5860	738
5917	6025	1114
6076	6228	1223
6607	7337	1376
0	44	0
2904	2947	45
3035	3128	89
3516	3714	183
5000	5148	382
5201	5384	531
5441	5816	715
5873	5981	1091
6032	6184	1200
6563	6691	1353
0	43	0
131	224	44
612	810	138
2096	2244	337
2297	2480	486
2537	2912	670
2969	3077	1046
3128	3280	1155
3659	4374	1308
0	43	0
131	224	44
612	810	138
2096	2223	337
2297	2480	465
2537	2912	649
2969	3077	1025
3128	3280	1134
3659	4374	1287
0	8	0
396	594	9
1880	2028	208
2081	2264	357
2321	2696	541
2753	2861	917
2912	3064	1026
3443	3571	1179
0	8	0
396	594	9
1880	2007	208
2081	2264	336
2321	2696	520
2753	2861	896
2912	3064	1005
3443	3571	1158
0	204	0
1490	1617	205
1691	1874	333
1931	2306	517
2363	2471	893
2522	2674	1002
3053	3770	1155
0	200	0
1486	1634	201
1687	1870	350
1927	2302	534
2359	2467	910
2518	2670	1019
3049	3748	1172
0	464	0
519	798	465
0	115	0
332	754	116
856	1026	539
0	95	0
312	683	96
836	1006	468
0	53	0
270	641	54
794	799	426
0	53	0
270	692	54
794	799	477
0	47	0
101	172	48
0	609	0
1075	1208	610
1484	1602	744
1829	1910	863
3218	3406	945
0	607	0
1073	1206	608
1482	1600	742
1827	1908	861
6014	6190	943
7841	8002	1120
8059	8207	1282
8258	9052	1431
9098	9989	2226
10214	10317	3118
11004	11108	3222
11162	11276	3327
0	159	0
625	758	160
1034	1152	294
1379	1448	413
0	168	0
216	458	169
0	119	0
167	435	120
481	650	389
698	765	559
810	909	627
959	1471	727
0	166	0
1766	1816	167
2628	2783	218
3260	3439	374
3639	3764	554
3867	4325	680
0	56	0
868	1023	57
1500	1679	213
1879	2004	393
2107	2565	519
0	340	0
496	580	341
624	745	426
800	1104	548
1749	1846	853
1895	2064	951
2137	2228	1121
2286	2352	1213
0	237	0
562	902	238
0	292	0
374	669	293
0	264	0
323	642	265
0	334	0
895	1143	335
1194	1465	584
0	257	0
308	580	258
0	315	0
370	573	316
0	160	0
247	357	161
0	160	0
247	356	161
468	529	271
0	264	0
314	477	265
0	103	0
147	297	104
668	958	255
1309	1534	546
0	254	0
0	65	0
119	188	66
242	428	136
485	2686	323
0	287	0
358	475	288
682	891	406
1210	1329	616
1375	1450	736
1499	1652	812
0	213	0
284	401	214
593	817	332
1136	1255	557
1301	1376	677
1425	1578	753
0	224	0
369	493	225
543	858	350
1066	1169	666
1217	1373	770
1430	1521	927
1569	1715	1019
0	236	0
310	469	237
0	302	0
390	650	303
700	1003	564
0	214	0
270	613	215
1187	1326	559
1378	1581	699
0	97	0
153	441	98
0	68	0
118	230	69
280	435	182
484	618	338
666	780	473
827	918	588
968	1577	680
0	175	0
571	861	176
909	1435	467
1505	1707	994
1754	1986	1197
2040	2267	1430
2315	2533	1658
2581	2969	1877
3013	3245	2266
3292	3459	2499
3515	3887	2667
0	254	0
302	828	255
898	1100	782
1147	1379	985
1433	1660	1218
1708	1926	1446
1974	2362	1665
2406	2638	2054
2685	2852	2287
2908	3200	2455
0	281	0
329	452	282
504	581	406
625	759	484
811	946	619
0	92	0
137	231	93
287	946	188
1149	1369	848
1412	2093	1069
4054	4564	1751
4614	4985	2262
5091	5189	2634
0	106	0
180	373	107
0	485	0
530	733	486
779	907	690
956	1569	819
1613	1865	1433
1918	2087	1686
2136	2369	1856
2416	2580	2090
0	88	0
139	586	89
0	525	0
570	773	526
820	948	730
1000	1613	859
1657	1909	1473
1962	2137	1726
2186	2419	1902
2468	2617	2136
0	315	0
435	589	316
633	729	471
778	1025	568
0	1020	0
1069	1412	1021
1459	1696	1365
1742	2212	1603
2266	3056	2074
3104	3331	2865
3379	4328	3093
4378	4482	4043
4575	4851	4148
0	73	0
213	323	74
372	619	185
672	1522	433
1672	1815	1284
0	216	0
261	362	217
6257	6386	319
8890	9025	449
9190	9655	585
9863	10326	1051
0	108	0
6003	6132	109
8636	8771	239
8936	9401	375
9609	10072	841
0	537	0
2707	2836	538
5340	5475	668
5640	6105	804
6313	6773	1270
0	1012	0
3516	3651	1013
3816	4281	1149
4489	4951	1615
0	145	0
554	689	146
854	1319	282
1527	1989	748
0	107	0
220	355	108
520	985	244
1193	1656	710
0	137	0
302	767	138
975	1437	604
0	398	0
445	583	399
767	1084	538
1130	1655	856
1703	1843	1382
1905	1981	1523
2032	2409	1600
2455	2511	1978
2565	2628	2035
2677	2746	2099
0	357	0
620	892	358
940	1024	631
2064	2155	716
2201	2281	808
2955	3052	889
3614	3837	987
0	233	0
277	1037	234
1082	1629	995
0	227	0
271	1031	228
1076	1618	989
0	87	0
131	237	88
286	653	195
1050	1542	563
1588	1713	1056
1759	2019	1182
2063	2383	1443
0	65	0
655	742	66
4940	5095	154
18252	18361	310
18719	18771	420
19746	19834	473
20203	20293	562
20629	20752	653
20894	21100	777
21146	21356	984
21401	21514	1195
21563	21769	1309
22040	22384	1516
22485	22653	1861
22702	22875	2030
22928	23126	2204
23674	23843	2403
23891	23954	2573
0	202	0
1752	1907	203
15064	15173	359
15531	15583	469
16558	16646	522
17015	17105	611
17441	17564	702
17706	17912	826
17958	18168	1033
18213	18326	1244
18375	18581	1358
18852	19196	1565
19297	19465	1910
19514	19687	2079
19740	19938	2253
20486	20655	2452
20703	21101	2622
0	191	0
1741	1896	192
15053	15162	348
15520	15572	458
16547	16635	511
17004	17094	600
17430	17553	691
17695	17901	815
17947	18157	1022
18202	18315	1233
18364	18570	1347
18841	19185	1554
19286	19454	1899
19503	19676	2068
19729	19927	2242
20475	20644	2441
20692	20755	2611
0	156	0
13313	13422	157
13780	13832	267
14807	14895	320
15264	15354	409
15690	15813	500
15955	16161	624
16207	16417	831
16462	16575	1042
16624	16830	1156
17101	17445	1363
17546	17714	1708
17763	17936	1877
17989	18187	2051
18735	18904	2250
18952	19331	2420
0	3611	0
4016	4125	3612
4483	4535	3722
5510	5598	3775
5967	6057	3864
6393	6516	3955
6658	6864	4079
6910	7120	4286
7165	7278	4497
7327	7533	4611
7804	8148	4818
8249	8417	5163
8466	8639	5332
8692	8890	5506
9438	9607	5705
9655	10043	5875
0	605	0
4014	4123	606
4481	4533	716
5508	5596	769
5965	6055	858
6391	6514	949
6656	6862	1073
6908	7118	1280
7163	7276	1491
7325	7531	1605
7802	8146	1812
8247	8415	2157
8464	8637	2326
8690	8888	2500
9436	9605	2699
9653	10030	2869
0	216	0
263	336	217
775	879	291
924	1024	396
1073	1251	497
1295	1434	676
1577	1714	816
1806	1865	954
1920	2059	1014
2134	2255	1154
2367	2431	1276
2479	2555	1341
2695	2712	1418
2789	2874	1436
2968	3066	1522
3792	3950	1621
0	196	0
2205	2334	197
2379	2597	327
2647	2781	546
2835	3015	681
3433	3603	862
0	151	0
193	289	152
964	1082	249
1263	1663	368
0	266	0
313	383	267
705	914	338
0	797	0
3237	3396	798
3444	3570	958
3624	3720	1085
3842	4084	1182
4279	4360	1425
4410	4870	1507
0	134	0
182	308	135
362	458	262
580	822	359
1017	1098	602
1148	1255	684
0	249	0
298	397	250
497	610	350
662	744	464
794	892	547
940	1009	646
1055	1249	716
1587	1770	911
0	95	0
145	481	96
824	998	433
1048	1283	608
1333	2108	844
2160	2386	1620
0	340	0
683	857	341
907	1142	516
1192	1967	752
2019	2245	1528
0	642	0
769	898	643
946	1137	773
0	70	0
237	312	71
356	539	147
626	788	331
847	1128	494
0	63	0
230	299	64
349	532	134
619	781	318
840	1108	481
0	196	0
247	335	197
381	551	286
597	858	457
907	1414	719
1481	1627	1227
1674	1934	1374
1982	2540	1635
2592	2932	2194
0	281	0
324	430	282
880	1278	389
1324	1440	788
0	225	0
969	1237	226
1519	1773	495
2264	2317	750
2765	2892	804
3077	3169	932
3220	3296	1025
3345	3466	1102
4421	4576	1224
4828	5034	1380
0	83	0
140	239	84
321	428	184
481	573	292
617	710	385
761	824	479
0	227	0
554	1382	228
1513	1787	1057
1831	1970	1332
2040	2196	1472
2895	2999	1629
3060	3140	1734
0	278	0
322	461	279
531	687	419
1386	1490	576
1551	1633	681
0	290	0
389	539	291
588	705	442
763	993	560
1042	1147	791
1690	1855	897
2109	2315	1063
0	225	0
279	380	226
519	1021	328
0	2448	0
2495	2787	2449
2837	3118	2742
3168	3468	3024
3654	3779	3325
3823	4067	3451
4121	4271	3696
4318	4611	3847
4659	4883	4141
6807	7249	4366
7305	7484	4809
8038	8134	4989
8177	8345	5086
8542	8644	5255
8692	9247	5358
9624	9796	5914
0	122	0
176	277	123
416	918	225
2156	2352	728
2399	2691	925
2741	3022	1218
3072	3372	1500
3558	3683	1801
3727	3971	1927
4025	4175	2172
4222	4515	2323
4563	4787	2617
6711	7153	2842
7209	7388	3285
7942	8038	3465
8081	8249	3562
8446	8548	3731
8596	9151	3834
9528	9646	4390
0	122	0
176	277	123
416	918	225
1977	2097	728
2156	2352	849
2399	2691	1046
2741	3022	1339
3072	3372	1621
3558	3683	1922
3727	3971	2048
4025	4175	2293
4222	4515	2444
4563	4787	2738
6711	7153	2963
7209	7388	3406
7942	8038	3586
8081	8249	3683
8446	8548	3852
8596	9151	3955
9528	9646	4511
0	33	0
1271	1467	34
1514	1806	231
1856	2137	524
2187	2487	806
2673	2798	1107
2842	3086	1233
3140	3290	1478
3337	3630	1629
3678	3902	1923
5826	6268	2148
6324	6503	2591
7057	7153	2771
7196	7364	2868
7561	7663	3037
7711	8266	3140
8643	8815	3696
0	254	0
324	484	255
0	567	0
616	816	568
863	1074	769
0	103	0
150	328	104
379	505	283
550	849	410
957	980	710
0	100	0
147	325	101
376	502	280
547	862	407
0	65	0
112	442	66
495	1274	397
1559	2079	1177
2126	2859	1698
2902	3030	2432
3085	3533	2561
0	130	0
176	312	131
423	632	268
714	1369	478
0	366	0
408	683	367
729	817	643
893	998	732
1399	1527	838
2275	2855	967
3262	3379	1548
0	366	0
408	683	367
729	817	643
893	998	732
1399	1527	838
1659	1739	967
1796	1873	1048
1945	2007	1126
2275	2855	1189
3262	3405	1770
0	412	0
890	1380	413
1426	1586	904
1644	1876	1065
1925	2158	1298
2207	2408	1532
0	554	0
602	666	555
712	867	620
1048	1214	776
1258	1416	943
1497	1667	1102
0	58	0
105	254	59
300	416	209
686	809	326
0	47	0
94	243	48
289	412	198
675	786	322
0	241	0
335	933	242
978	1280	841
1335	1590	1144
0	200	0
247	359	201
481	946	314
1049	1296	780
1395	1923	1028
1968	2034	1557
0	197	0
244	356	198
478	943	311
1046	1293	777
1392	1920	1025
1965	2025	1554
2438	2471	1615
0	163	0
207	327	164
373	583	285
632	905	496
950	1149	770
1195	1645	970
1692	2336	1421
2389	2870	2066
2917	3161	2548
3359	3643	2793
0	90	0
413	513	91
559	688	192
734	880	322
970	1117	469
1162	1387	617
1752	1955	843
2002	2301	1047
2351	2610	1347
2657	2835	1607
2924	2990	1786
3125	3205	1853
3388	3635	1934
3690	4026	2182
4072	4164	2519
4212	4584	2612
4633	5099	2985
5146	5218	3452
5265	5483	3525
0	102	0
148	277	103
323	469	233
559	706	380
751	976	528
1341	1544	754
1591	1890	958
1940	2199	1258
2246	2424	1518
2513	2579	1697
2714	2794	1764
2977	3224	1845
3279	3615	2093
3661	3753	2430
3801	4173	2523
4222	4688	2896
4735	4807	3363
4854	5071	3436
0	226	0
591	794	227
841	1140	431
1190	1449	731
1496	1674	991
1763	1829	1170
1964	2044	1237
2227	2474	1318
2529	2865	1566
2911	3003	1903
3051	3423	1996
3472	3938	2369
3985	4057	2836
4104	4275	2909
0	205	0
252	551	206
601	860	506
907	1085	766
1174	1240	945
1375	1455	1012
1638	1885	1093
1940	2276	1341
2322	2414	1678
2462	2834	1771
2883	3349	2144
3396	3468	2611
3515	3686	2684
0	79	0
214	294	80
477	724	161
779	1115	409
1161	1253	746
1301	1673	839
1722	2188	1212
2235	2307	1679
2354	2576	1752
0	147	0
330	577	148
632	968	396
1014	1106	733
1154	1526	826
1575	2041	1199
2088	2160	1666
2207	2425	1739
0	80	0
263	510	81
565	901	329
947	1039	666
1087	1459	759
1508	1974	1132
2021	2093	1599
2140	2311	1672
0	247	0
302	638	248
684	776	585
824	1196	678
1245	1711	1051
1758	1830	1518
1877	2110	1591
0	249	0
293	405	250
451	571	363
619	994	484
1042	1426	860
0	155	0
431	509	156
556	758	235
866	960	438
1004	1340	533
0	153	0
429	507	154
554	791	233
0	301	0
351	478	302
530	646	430
696	923	547
1057	1120	775
1871	2148	839
0	272	0
387	579	273
624	1201	466
1416	1524	1044
1570	1685	1153
0	396	0
442	656	397
715	833	612
929	1039	731
1091	1152	842
1208	1279	904
1326	1386	976
1765	1876	1037
1930	2045	1149
0	398	0
666	815	399
926	1032	549
1080	1169	656
1372	1519	746
1620	1909	894
0	113	0
556	729	114
860	1062	288
1599	1793	491
1840	2026	686
2376	2758	873
0	249	0
550	648	250
1294	1407	349
1454	1700	463
0	399	0
486	691	400
745	910	606
1044	1184	772
0	392	0
440	1055	393
1119	1341	1009
1391	2490	1232
2545	2670	2332
2717	2897	2458
2952	3013	2639
3062	3073	2701
0	391	0
439	1054	392
1118	1340	1008
1390	2489	1231
2544	2669	2331
2716	2896	2457
2951	3014	2638
0	137	0
185	439	138
486	612	393
660	775	520
1208	1739	636
0	144	0
192	342	145
561	650	296
696	807	386
852	1007	498
1050	1143	654
1233	1313	748
1359	1495	829
1543	1846	966
1923	2094	1270
2138	2536	1442
2582	2871	1841
0	562	0
609	941	563
993	1161	896
1209	1354	1065
1401	1503	1211
0	364	0
406	909	365
984	1206	869
1253	1860	1092
1905	2009	1700
2058	2167	1805
0	152	0
0	499	0
664	850	500
904	1219	687
1300	1524	1003
2555	2687	1228
2732	2811	1361
3187	3710	1441
0	321	0
367	652	322
2786	2911	608
0	316	0
362	647	317
0	144	0
190	475	145
2609	2692	431
0	250	0
312	543	251
659	812	483
856	962	637
1011	1443	744
0	386	0
439	759	387
0	400	0
448	500	401
549	1038	454
1084	1150	944
1255	1292	1011
1365	1469	1049
1515	1680	1154
1723	1854	1320
1905	2226	1452
2278	2559	1774
2604	2780	2056
0	305	0
354	762	306
812	883	715
966	1739	787
1782	1916	1561
1963	2146	1696
2192	2289	1880
2336	2378	1978
2422	2559	2021
2607	2768	2159
2812	2916	2321
0	301	0
356	469	302
518	643	416
720	945	542
995	1115	768
2239	2409	889
2465	2589	1060
0	131	0
205	302	132
347	461	230
510	633	345
0	521	0
594	1168	522
1224	1399	1097
1448	2060	1273
2105	2519	1886
2568	2750	2301
2917	3103	2484
3147	3265	2671
3310	3462	2790
3508	3655	2943
3698	3986	3091
4034	4208	3380
0	190	0
260	1280	191
0	172	0
242	608	173
654	1005	540
0	337	0
383	723	338
947	1049	679
1093	1239	782
1286	1395	929
1507	1588	1039
1633	1719	1121
1766	1853	1208
1900	2095	1296
0	318	0
364	1030	319
1074	1220	986
1267	1376	1133
1488	1569	1243
1614	1700	1325
1747	1834	1412
1881	2073	1500
0	135	0
254	392	136
446	620	275
674	968	450
1016	1384	745
1520	1960	1114
2110	2460	1555
2502	3247	1906
0	133	0
252	390	134
444	618	273
672	966	448
1014	1382	743
1518	1958	1112
2108	2458	1553
2506	3471	1904
0	99	0
153	327	100
381	675	275
723	1091	570
1227	1667	939
1817	2167	1380
2209	2316	1731
0	99	0
153	327	100
381	675	275
723	1091	570
1227	1667	939
1817	2167	1380
2215	2316	1731
0	164	0
0	127	0
174	306	128
354	550	261
771	1047	458
0	284	0
414	566	285
622	868	438
0	129	0
178	215	130
262	357	168
413	440	264
487	578	292
0	325	0
412	574	326
621	890	489
933	1108	759
1158	1456	935
1789	2020	1234
0	60	0
893	1335	61
1588	2301	504
0	60	0
893	1335	61
1588	1765	504
1807	2301	682
0	150	0
198	540	151
590	740	494
782	1156	645
0	458	0
504	670	459
742	841	626
888	1017	726
1066	1139	856
1184	1290	930
1341	1639	1037
0	216	0
261	365	217
709	759	322
808	1353	373
1400	1453	919
1506	1556	973
1662	1763	1024
1874	1975	1126
0	215	0
260	364	216
708	758	321
807	896	372
1311	1352	462
1399	1452	504
1505	1555	558
1661	1762	609
1873	1990	711
0	104	0
153	242	105
657	698	195
745	798	237
851	901	291
1007	1108	342
1219	1299	444
0	339	0
387	452	340
542	801	406
850	990	666
2548	2746	807
0	219	0
319	590	220
631	797	492
839	1108	659
1166	1328	929
1418	1834	1092
0	276	0
377	540	277
617	914	441
1012	1220	739
0	85	0
161	261	86
365	439	187
559	701	262
799	1180	405
1228	1720	787
1983	2566	1280
0	52	0
308	519	53
565	815	265
860	967	516
1008	1094	624
1140	1307	711
1355	1558	879
1607	1683	1083
1736	1811	1160
1856	1920	1236
1965	2142	1301
0	182	0
227	334	183
375	461	291
507	674	378
722	925	546
974	1050	750
1103	1178	827
1223	1287	903
1332	1491	968
0	175	0
227	321	176
368	519	271
566	681	423
730	861	539
909	1105	671
1154	1551	868
1988	2119	1266
2208	2370	1398
3249	3597	1561
0	364	0
836	1158	365
1211	1385	688
1435	2078	863
2128	2502	1507
0	116	0
165	426	117
472	688	379
737	855	596
1031	1299	715
1353	1575	984
0	447	0
497	668	448
849	980	620
1206	1539	752
1597	1889	1086
1949	2097	1379
2157	2314	1528
2415	2966	1686
3168	3449	2238
3640	3745	2520
9016	9241	2626
9902	10036	2852
10882	11008	2987
13598	13669	3114
13854	13950	3186
14551	14573	3283
0	438	0
488	659	439
840	971	611
1197	1530	743
1588	1880	1077
1940	2088	1370
2148	2305	1519
2406	2957	1677
3159	3440	2229
3631	3736	2511
9007	9232	2617
9893	10027	2843
10873	10999	2978
11072	11121	3105
0	438	0
488	659	439
840	971	611
1197	1530	743
1588	1880	1077
1940	2088	1370
2148	2305	1519
2406	2957	1677
3159	3440	2229
3631	3736	2511
9007	9232	2617
9893	10027	2843
10873	10999	2978
12873	13030	3105
0	437	0
487	658	438
839	970	610
1196	1529	742
1587	1879	1076
1939	2087	1369
2147	2304	1518
2405	2956	1676
3158	3439	2228
3630	3735	2510
3783	4157	2616
5143	5417	2991
6348	6869	3266
0	102	0
152	323	103
504	635	275
861	1194	407
1252	1544	741
1604	1752	1034
1812	1969	1183
2070	2621	1341
2823	3104	1893
3295	3400	2175
8671	8896	2281
9557	9677	2507
0	306	0
376	436	307
3745	3947	368
3994	4107	571
4152	4720	685
4774	4962	1254
5008	5130	1443
5219	5390	1566
5454	5740	1738
5784	5917	2025
6101	6275	2159
6319	6640	2334
6824	6903	2656
6950	7052	2736
7095	7262	2839
7307	7421	3007
7495	7571	3122
7617	7787	3199
0	167	0
209	301	168
360	457	261
505	1037	359
0	79	0
469	1118	80
0	467	0
0	409	0
456	675	410
723	1038	630
0	87	0
152	315	88
1375	1459	252
2080	2228	337
2276	2393	486
2438	2573	604
2622	2733	740
2781	2960	852
3011	3110	1032
3156	3334	1132
0	165	0
1225	1309	166
1930	2078	251
2126	2243	400
2288	2423	518
2472	2583	654
2631	2810	766
2861	2960	946
3006	3184	1046
0	77	0
1137	1221	78
1842	1990	163
2038	2155	312
2200	2335	430
2384	2495	566
2543	2872	678
2918	3036	1008
0	77	0
1137	1221	78
1842	1990	163
2038	2155	312
2200	2335	430
2384	2488	566
2543	2722	671
2773	2872	851
2918	3036	951
0	691	0
752	836	692
1457	1605	777
1653	1770	926
1815	1950	1044
1999	2110	1180
2158	2337	1292
2388	2487	1472
2533	2762	1572
0	152	0
213	297	153
918	1066	238
1114	1231	387
1276	1411	505
1460	1571	641
1619	1798	753
1849	1948	933
1994	2172	1033
0	263	0
311	428	264
473	608	382
657	768	518
816	995	630
1046	1145	810
1191	1369	910
0	331	0
379	480	332
526	622	434
0	330	0
378	479	331
525	629	433
844	930	538
0	191	0
243	494	192
822	900	444
946	1175	523
0	191	0
243	494	192
555	717	444
822	900	607
946	1175	686
0	191	0
243	494	192
555	900	444
946	1175	790
0	190	0
242	493	191
554	1166	443
0	188	0
240	491	189
552	714	441
819	1164	604
0	185	0
0	125	0
516	639	126
688	783	250
989	1376	346
0	1193	0
1251	1434	1194
1481	1582	1378
2140	2232	1480
2286	2444	1573
4309	4402	1732
4724	4932	1826
0	1193	0
1251	1434	1194
1481	1582	1378
2140	2232	1480
2286	2444	1573
4309	4402	1732
4724	4926	1826
5710	5848	2029
0	1193	0
1251	1434	1194
1481	1582	1378
2140	2232	1480
2286	2444	1573
4309	4402	1732
4724	4926	1826
6338	6382	2029
0	115	0
173	356	116
403	504	300
1062	1154	402
1208	1366	495
3231	3324	654
3646	3848	748
4632	4694	951
0	132	0
354	537	133
790	901	317
996	1142	429
0	398	0
444	534	399
624	898	490
947	1115	765
0	56	0
103	231	57
0	455	0
508	576	456
621	816	525
1337	1446	721
1494	1730	831
1776	2510	1068
2568	2896	1803
2958	3051	2132
3097	3187	2226
3271	3530	2317
3580	3676	2577
3903	4027	2674
4409	4511	2799
0	281	0
0	334	0
383	512	335
626	741	465
821	1453	581
1502	1877	1214
1931	2261	1590
2306	2481	1921
4001	4188	2097
0	333	0
382	511	334
625	740	464
820	1452	580
1501	1876	1213
1930	2260	1589
2305	2482	1920
0	333	0
382	511	334
667	740	464
820	1452	538
1501	1876	1171
1930	2260	1547
2305	2482	1878
0	333	0
382	511	334
667	740	464
820	1452	538
1501	1876	1171
1930	2260	1547
2305	2480	1878
4000	4197	2054
0	288	0
337	671	289
894	1397	624
0	305	0
593	850	306
939	1022	564
1161	1293	648
1342	1485	781
1530	1672	925
1720	1800	1068
2084	2194	1149
2272	2431	1260
2482	2488	1420
0	174	0
462	719	175
808	891	433
1030	1121	517
0	200	0
242	376	201
487	660	336
707	839	510
892	980	643
1269	1474	732
1520	1605	938
1648	1920	1024
1980	2097	1297
2148	2287	1415
2333	2526	1555
2570	2698	1749
0	70	0
114	538	71
972	1084	496
1127	1400	609
1445	1561	883
1762	1942	1000
1985	2382	1181
2520	2660	1579
2768	2887	1720
2938	3020	1840
3068	3292	1923
0	84	0
138	282	85
326	547	230
595	703	452
749	1148	561
1209	1842	961
1893	2142	1595
2189	2706	1845
2754	2928	2363
3021	3649	2538
3695	3779	3167
10348	10531	3252
11024	11136	3436
11284	11437	3549
11481	11631	3703
13134	13717	3854
13764	13916	4438
13962	14573	4591
14621	14766	5203
15438	15594	5349
15644	16906	5506
16957	17139	6769
17192	17331	6952
17379	17787	7092
17831	17945	7501
17990	18549	7616
0	402	0
458	557	403
607	734	503
780	956	631
1001	1093	808
1138	1330	901
1373	1642	1094
1689	1873	1364
1920	2157	1549
2205	2479	1787
2526	2675	2062
2724	2891	2212
2937	3734	2380
3779	3922	3178
3969	4154	3322
4200	4515	3508
4560	4697	3824
0	114	0
171	227	115
275	1052	172
1098	1168	950
1220	1600	1021
1920	2005	1402
2054	2241	1488
2290	2394	1676
2445	2661	1781
2711	3036	1998
3084	3183	2324
3233	3357	2424
3409	3541	2549
3586	3678	2682
3726	3885	2775
3935	4286	2935
0	172	0
678	1083	173
1132	1329	579
1584	1722	777
0	257	0
326	526	258
576	710	459
755	949	594
999	1079	789
1263	1362	870
0	255	0
324	524	256
574	708	457
753	947	592
997	1077	787
1261	1359	868
1557	1602	967
0	190	0
240	683	191
725	791	635
1151	1251	702
0	44	0
276	393	45
437	540	163
584	804	267
0	270	0
322	467	271
555	630	417
731	927	493
976	1100	690
1160	1230	815
1272	1694	886
0	344	0
389	459	345
506	630	416
2354	2772	541
3003	3230	960
0	188	0
231	301	189
361	485	260
536	960	385
1133	1369	810
0	114	0
179	412	115
466	536	349
580	704	420
770	1182	545
1266	1504	958
0	469	0
513	611	470
658	783	569
845	1026	695
1074	1155	877
1207	1525	959
